"CVEGEO","NOM_ENT","NOM_MUN","Poblacion_total","Poblacion_total_Femenina","Poblacion_total_Femenina_11A17","Poblacion_total_Femenina_18A20","Poblacion_total_Femenina_11A20","Conteo_nacimientos","Porcentaje_nacimientos","Porcentaje_libre","area"
20306,"Oaxaca","San Pedro el Alto",4656,2388,458,167,625,24,3.84,96.16,74730280.8565022
20307,"Oaxaca","San Pedro Huamelula",9741,4930,658,267,925,21,2.27027027027027,97.7297297297297,696589360.444668
20308,"Oaxaca","San Pedro Huilotepec",3307,1677,198,83,281,9,3.20284697508897,96.797153024911,26594482.1812238
20309,"Oaxaca","San Pedro Ixcatlán",10368,5392,870,284,1154,91,7.88561525129983,92.1143847487002,102201340.53209
20310,"Oaxaca","San Pedro Ixtlahuaca",14552,7427,1027,414,1441,61,4.23317140874393,95.7668285912561,25800122.3885782
20311,"Oaxaca","San Pedro Jaltepetongo",484,252,28,7,35,3,8.57142857142857,91.4285714285714,51705077.1358538
20312,"Oaxaca","San Pedro Jicayán",11281,6007,932,407,1339,78,5.8252427184466,94.1747572815534,85436467.6647694
20313,"Oaxaca","San Pedro Jocotipac",730,383,29,18,47,NA,NA,NA,69660451.5731453
20314,"Oaxaca","San Pedro Juchatengo",1764,903,94,48,142,1,0.704225352112676,99.2957746478873,58439630.0964137
20315,"Oaxaca","San Pedro Mártir",1899,1032,120,51,171,6,3.50877192982456,96.4912280701754,7603316.42885474
20316,"Oaxaca","San Pedro Mártir Quiechapa",738,392,42,26,68,1,1.47058823529412,98.5294117647059,121444342.075215
20317,"Oaxaca","San Pedro Mártir Yucuxaco",1259,653,69,45,114,4,3.50877192982456,96.4912280701754,82152914.3275211
20318,"Oaxaca","San Pedro Mixtepec",49789,25753,3154,1367,4521,238,5.26432205264322,94.7356779473568,326622982.570693
20319,"Oaxaca","San Pedro Mixtepec",972,502,60,23,83,4,4.81927710843374,95.1807228915663,155173185.09523
20320,"Oaxaca","San Pedro Molinos",706,367,38,18,56,1,1.78571428571429,98.2142857142857,26485459.6556075
20321,"Oaxaca","San Pedro Nopala",759,387,58,18,76,2,2.63157894736842,97.3684210526316,109957321.736846
20322,"Oaxaca","San Pedro Ocopetatillo",786,438,64,23,87,1,1.14942528735632,98.8505747126437,6618562.67214183
20323,"Oaxaca","San Pedro Ocotepec",2404,1208,203,55,258,9,3.48837209302326,96.5116279069767,42246683.3290502
20324,"Oaxaca","San Pedro Pochutla",48236,24657,3165,1304,4469,234,5.23607070933095,94.7639292906691,447126120.367281
20325,"Oaxaca","San Pedro Quiatoni",11945,6146,804,306,1110,59,5.31531531531532,94.6846846846847,566037478.8383
20326,"Oaxaca","San Pedro Sochiápam",5052,2608,442,153,595,39,6.5546218487395,93.4453781512605,152720148.210226
20327,"Oaxaca","San Pedro Tapanatepec",15736,7844,1031,369,1400,106,7.57142857142857,92.4285714285714,997143627.090752
20328,"Oaxaca","San Pedro Taviche",1441,749,104,45,149,3,2.01342281879195,97.986577181208,98725857.3238901
20329,"Oaxaca","San Pedro Teozacoalco",1153,578,66,26,92,5,5.43478260869565,94.5652173913043,93310683.9285279
20330,"Oaxaca","San Pedro Teutila",4300,2194,319,112,431,20,4.64037122969838,95.3596287703016,149141696.335008
20331,"Oaxaca","San Pedro Tidaá",982,531,87,18,105,3,2.85714285714286,97.1428571428571,46096481.7691716
20332,"Oaxaca","San Pedro Topiltepec",373,190,12,13,25,1,4,96,32931331.0857332
20333,"Oaxaca","San Pedro Totolápam",3303,1657,151,66,217,3,1.38248847926267,98.6175115207373,403133444.557578
20334,"Oaxaca","Villa de Tututepec",50721,25965,3326,1400,4726,229,4.84553533643673,95.1544646635633,1220976320.20956
20335,"Oaxaca","San Pedro Yaneri",867,449,81,27,108,2,1.85185185185185,98.1481481481482,28237013.1583794
20336,"Oaxaca","San Pedro Yólox",1701,877,124,52,176,NA,NA,NA,165912153.920645
20337,"Oaxaca","San Pedro y San Pablo Ayutla",5620,3071,465,169,634,27,4.25867507886435,95.7413249211356,172253071.418447
20338,"Oaxaca","Villa de Etla",10361,5369,620,246,866,33,3.81062355658199,96.189376443418,8275735.50789422
20339,"Oaxaca","San Pedro y San Pablo Teposcolula",4355,2293,274,106,380,7,1.84210526315789,98.1578947368421,179364511.742703
20340,"Oaxaca","San Pedro y San Pablo Tequixtepec",1761,940,98,50,148,1,0.675675675675676,99.3243243243243,180814206.134873
20341,"Oaxaca","San Pedro Yucunama",241,132,17,8,25,NA,NA,NA,29916489.9723282
20342,"Oaxaca","San Raymundo Jalpan",4105,2186,238,87,325,4,1.23076923076923,98.7692307692308,8247260.78137611
20343,"Oaxaca","San Sebastián Abasolo",2001,1044,117,32,149,5,3.35570469798658,96.6442953020134,15420692.302219
20344,"Oaxaca","San Sebastián Coatlán",2820,1443,189,86,275,9,3.27272727272727,96.7272727272727,207625145.84248
20345,"Oaxaca","San Sebastián Ixcapa",4193,2151,290,108,398,19,4.77386934673367,95.2261306532663,98613317.8284834
20346,"Oaxaca","San Sebastián Nicananduta",1542,838,112,32,144,6,4.16666666666667,95.8333333333333,44216850.3102229
20347,"Oaxaca","San Sebastián Río Hondo",4202,2102,302,132,434,18,4.14746543778802,95.852534562212,106548917.129741
20348,"Oaxaca","San Sebastián Tecomaxtlahuaca",8216,4278,518,205,723,38,5.25587828492393,94.7441217150761,231698043.023279
20349,"Oaxaca","San Sebastián Teitipac",2189,1175,148,47,195,7,3.58974358974359,96.4102564102564,30586407.0363259
20350,"Oaxaca","San Sebastián Tutla",16886,9165,825,356,1181,17,1.43945808636749,98.5605419136325,7353833.77987511
20351,"Oaxaca","San Simón Almolongas",2802,1469,193,57,250,8,3.2,96.8,50951658.173879
20352,"Oaxaca","San Simón Zahuatlán",4940,2471,444,199,643,79,12.2861586314152,87.7138413685848,46242664.0068645
20353,"Oaxaca","Santa Ana",2406,1218,157,69,226,12,5.30973451327434,94.6902654867257,54939906.6433381
20354,"Oaxaca","Santa Ana Ateixtlahuaca",477,232,31,8,39,3,7.69230769230769,92.3076923076923,15079045.8593227
20355,"Oaxaca","Santa Ana Cuauhtémoc",683,333,38,19,57,NA,NA,NA,41404774.3533681
20356,"Oaxaca","Santa Ana del Valle",2179,1103,112,35,147,NA,NA,NA,27971139.19893
20357,"Oaxaca","Santa Ana Tavela",848,439,35,20,55,NA,NA,NA,172935725.204113
20358,"Oaxaca","Santa Ana Tlapacoyan",1958,1033,120,41,161,2,1.24223602484472,98.7577639751553,46822702.7650393
20359,"Oaxaca","Santa Ana Yareni",637,356,26,9,35,1,2.85714285714286,97.1428571428571,46522830.5221452
20360,"Oaxaca","Santa Ana Zegache",3981,2114,206,109,315,17,5.3968253968254,94.6031746031746,26892297.2420431
20361,"Oaxaca","Santa Catalina Quierí",825,459,53,24,77,NA,NA,NA,51365502.776916
20362,"Oaxaca","Santa Catarina Cuixtla",1497,819,101,29,130,1,0.769230769230769,99.2307692307692,25662659.1558252
20363,"Oaxaca","Santa Catarina Ixtepeji",2692,1413,148,58,206,8,3.88349514563107,96.1165048543689,220794741.911347
20364,"Oaxaca","Santa Catarina Juquila",18665,9655,1360,566,1926,74,3.84215991692627,96.1578400830737,639997884.802303
20365,"Oaxaca","Santa Catarina Lachatao",1068,574,64,20,84,3,3.57142857142857,96.4285714285714,101430648.456709
20366,"Oaxaca","Santa Catarina Loxicha",3680,1936,364,110,474,9,1.89873417721519,98.1012658227848,127048318.874911
20367,"Oaxaca","Santa Catarina Mechoacán",4582,2335,292,130,422,23,5.45023696682464,94.5497630331754,51389333.663412
20368,"Oaxaca","Santa Catarina Minas",2068,1039,119,55,174,5,2.8735632183908,97.1264367816092,36447645.1856689
20369,"Oaxaca","Santa Catarina Quiané",2196,1121,105,51,156,4,2.56410256410256,97.4358974358974,20746943.9155667
20370,"Oaxaca","Santa Catarina Tayata",669,340,37,24,61,1,1.63934426229508,98.3606557377049,38720954.7462201
20371,"Oaxaca","Santa Catarina Ticuá",986,558,63,26,89,1,1.12359550561798,98.876404494382,29879365.2652226
20372,"Oaxaca","Santa Catarina Yosonotú",1316,725,54,55,109,3,2.75229357798165,97.2477064220184,38406203.428378
20373,"Oaxaca","Santa Catarina Zapoquila",404,202,30,16,46,NA,NA,NA,118707410.148251
20374,"Oaxaca","Santa Cruz Acatepec",1645,872,141,49,190,18,9.47368421052632,90.5263157894737,7119808.80256593
20375,"Oaxaca","Santa Cruz Amilpas",13200,7010,779,340,1119,28,2.50223413762288,97.4977658623771,2281459.48275382
20376,"Oaxaca","Santa Cruz de Bravo",365,195,27,9,36,NA,NA,NA,18435288.7572739
20377,"Oaxaca","Santa Cruz Itundujia",10890,5633,842,336,1178,43,3.65025466893039,96.3497453310696,565930525.213035
20378,"Oaxaca","Santa Cruz Mixtepec",3723,1921,265,112,377,15,3.97877984084881,96.0212201591512,47018915.5734238
20379,"Oaxaca","Santa Cruz Nundaco",2951,1624,232,111,343,9,2.62390670553936,97.3760932944606,43708667.8781971
20380,"Oaxaca","Santa Cruz Papalutla",2242,1148,137,65,202,4,1.98019801980198,98.019801980198,14822737.4025958
20381,"Oaxaca","Santa Cruz Tacache de Mina",2940,1552,202,61,263,12,4.56273764258555,95.4372623574145,27635801.2319318
20382,"Oaxaca","Santa Cruz Tacahua",1187,614,84,30,114,3,2.63157894736842,97.3684210526316,47578469.8088587
20383,"Oaxaca","Santa Cruz Tayata",595,302,35,14,49,1,2.04081632653061,97.9591836734694,21853223.9100623
20384,"Oaxaca","Santa Cruz Xitla",4800,2510,370,124,494,13,2.63157894736842,97.3684210526316,57080334.7995549
20385,"Oaxaca","Santa Cruz Xoxocotlán",100404,53385,6006,2625,8631,152,1.76109373189665,98.2389062681033,41451967.9590232
20386,"Oaxaca","Santa Cruz Zenzontepec",19083,9833,1687,729,2416,105,4.34602649006623,95.6539735099338,485435214.600816
20387,"Oaxaca","Santa Gertrudis",2893,1504,180,66,246,4,1.6260162601626,98.3739837398374,30468242.7300001
20388,"Oaxaca","Santa Inés del Monte",2833,1406,220,93,313,16,5.11182108626198,94.888178913738,49267408.9282754
20389,"Oaxaca","Santa Inés Yatzeche",908,486,19,15,34,1,2.94117647058824,97.0588235294118,2421579.65210938
20390,"Oaxaca","Santa Lucía del Camino",50362,26191,2487,1200,3687,71,1.92568483862219,98.0743151613778,9468031.8981488
20391,"Oaxaca","Santa Lucía Miahuatlán",3377,1723,317,103,420,31,7.38095238095238,92.6190476190476,70213719.9909067
20392,"Oaxaca","Santa Lucía Monteverde",6726,3494,498,264,762,27,3.54330708661417,96.4566929133858,156893018.213929
20393,"Oaxaca","Santa Lucía Ocotlán",4173,2198,257,105,362,17,4.69613259668508,95.3038674033149,11713324.9385954
20394,"Oaxaca","Santa María Alotepec",2797,1443,177,98,275,8,2.90909090909091,97.0909090909091,98855823.3934662
20395,"Oaxaca","Santa María Apazco",1632,887,135,58,193,7,3.62694300518135,96.3730569948187,80771294.7850623
20396,"Oaxaca","Santa María la Asunción",3259,1827,243,111,354,12,3.38983050847458,96.6101694915254,7617580.18279462
20397,"Oaxaca","Heroica Ciudad de Tlaxiaco",40134,21512,2814,1172,3986,112,2.80983442047165,97.1901655795284,347652420.955335
20398,"Oaxaca","Ayoquezco de Aldama",4879,2505,321,123,444,12,2.7027027027027,97.2972972972973,104767322.591322
20399,"Oaxaca","Santa María Atzompa",41925,21968,2614,1128,3742,88,2.35168359166221,97.6483164083378,31404007.2273737
20400,"Oaxaca","Santa María Camotlán",1714,892,105,32,137,3,2.18978102189781,97.8102189781022,95460343.4284569
20401,"Oaxaca","Santa María Colotepec",27062,13800,1887,729,2616,65,2.48470948012232,97.5152905198777,416219258.778108
20402,"Oaxaca","Santa María Cortijo",1074,544,78,24,102,8,7.84313725490196,92.156862745098,81612917.6358197
20403,"Oaxaca","Santa María Coyotepec",3764,1983,263,113,376,4,1.06382978723404,98.936170212766,6560621.97466682
20404,"Oaxaca","Santa María Chachoápam",763,394,45,17,62,1,1.61290322580645,98.3870967741936,62024258.6129329
20405,"Oaxaca","Villa de Chilapa de Díaz",1825,977,116,42,158,7,4.43037974683544,95.5696202531646,175508719.523977
20406,"Oaxaca","Santa María Chilchotla",21475,11086,1880,637,2517,133,5.28406833531983,94.7159316646802,284451417.574021
20407,"Oaxaca","Santa María Chimalapa",9604,4775,603,199,802,34,4.23940149625935,95.7605985037407,4562255707.36927
20408,"Oaxaca","Santa María del Rosario",499,253,36,7,43,NA,NA,NA,25292988.9301106
20409,"Oaxaca","Santa María del Tule",8944,4786,454,217,671,15,2.2354694485842,97.7645305514158,16858351.0122747
20410,"Oaxaca","Santa María Ecatepec",3418,1681,283,112,395,21,5.31645569620253,94.6835443037975,542109583.805271
20411,"Oaxaca","Santa María Guelacé",909,474,50,22,72,2,2.77777777777778,97.2222222222222,7402455.96814376
20412,"Oaxaca","Santa María Guienagati",3205,1612,242,88,330,19,5.75757575757576,94.2424242424242,390577924.770064
20413,"Oaxaca","Santa María Huatulco",50877,26003,3171,1324,4495,167,3.71523915461624,96.2847608453838,514929235.019124
20414,"Oaxaca","Santa María Huazolotitlán",12003,6086,792,308,1100,37,3.36363636363636,96.6363636363636,276618407.502547
20415,"Oaxaca","Santa María Ipalapa",4878,2576,339,140,479,22,4.5929018789144,95.4070981210856,167940196.271103
20416,"Oaxaca","Santa María Ixcatlán",461,237,18,13,31,1,3.2258064516129,96.7741935483871,177864222.453809
20417,"Oaxaca","Santa María Jacatepec",9711,5092,682,280,962,36,3.74220374220374,96.2577962577963,325325134.432399
20418,"Oaxaca","Santa María Jalapa del Marqués",11744,6075,644,294,938,30,3.19829424307036,96.8017057569296,732050220.372639
20419,"Oaxaca","Santa María Jaltianguis",595,312,35,18,53,1,1.88679245283019,98.1132075471698,54077825.1439841
20420,"Oaxaca","Santa María Lachixío",1679,919,137,62,199,5,2.51256281407035,97.4874371859297,49804683.9516479
20421,"Oaxaca","Santa María Mixtequilla",4695,2406,270,103,373,14,3.75335120643432,96.2466487935657,148315745.042822
20422,"Oaxaca","Santa María Nativitas",605,313,42,16,58,NA,NA,NA,43230125.5897945
20423,"Oaxaca","Santa María Nduayaco",481,214,21,12,33,NA,NA,NA,77069365.9457077
20424,"Oaxaca","Santa María Ozolotepec",3812,1945,329,126,455,15,3.2967032967033,96.7032967032967,145791341.411409
20425,"Oaxaca","Santa María Pápalo",2058,1030,131,67,198,3,1.51515151515152,98.4848484848485,55965944.5170832
20426,"Oaxaca","Santa María Peñoles",8967,4644,794,308,1102,65,5.8983666061706,94.1016333938294,233993481.186232
20427,"Oaxaca","Santa María Petapa",16716,8620,927,402,1329,66,4.96613995485327,95.0338600451467,156252900.18805
20428,"Oaxaca","Santa María Quiegolani",2224,1090,176,71,247,9,3.64372469635628,96.3562753036437,161282845.169738
20429,"Oaxaca","Santa María Sola",1518,780,102,43,145,3,2.06896551724138,97.9310344827586,52214071.9461845
20430,"Oaxaca","Santa María Tataltepec",317,163,16,6,22,NA,NA,NA,37181657.9781462
20431,"Oaxaca","Santa María Tecomavaca",1830,939,124,51,175,3,1.71428571428571,98.2857142857143,372482230.564988
20432,"Oaxaca","Santa María Temaxcalapa",903,460,32,18,50,2,4,96,13229001.186973
20433,"Oaxaca","Santa María Temaxcaltepec",2694,1472,296,95,391,16,4.0920716112532,95.9079283887468,34843718.0370988
20434,"Oaxaca","Santa María Teopoxco",3985,2190,388,140,528,26,4.92424242424242,95.0757575757576,36851741.2637072
20435,"Oaxaca","Santa María Tepantlali",3576,1839,247,128,375,19,5.06666666666667,94.9333333333333,84755170.1712899
20436,"Oaxaca","Santa María Texcatitlán",896,462,55,15,70,NA,NA,NA,35562186.2403485
20437,"Oaxaca","Santa María Tlahuitoltepec",9653,5078,800,283,1083,28,2.5854108956602,97.4145891043398,153571661.418838
20438,"Oaxaca","Santa María Tlalixtac",1843,912,161,62,223,6,2.69058295964126,97.3094170403587,24202836.4636282
20439,"Oaxaca","Santa María Tonameca",25347,12983,1933,747,2680,152,5.67164179104478,94.3283582089552,524207458.718754
20440,"Oaxaca","Santa María Totolapilla",812,416,34,24,58,1,1.72413793103448,98.2758620689655,114389492.800629
20441,"Oaxaca","Santa María Xadani",9278,4671,736,292,1028,78,7.5875486381323,92.4124513618677,86361256.807702
20442,"Oaxaca","Santa María Yalina",250,138,14,4,18,NA,NA,NA,48407610.3690371
20443,"Oaxaca","Santa María Yavesía",434,235,25,8,33,NA,NA,NA,87893379.727144
